,Web Archive Link,GIPHY Title
8898,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72EXQH9JN9M2264w/giphy.gif,tonys GIF by Tony Awards
8899,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72EYBd1qZgb0ZSwM/giphy.gif,comedy central real housewives spoof GIF by Inside Amy Schumer
8900,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72EYBX42XKrcnsoo/giphy.gif,harriet the spy gossip GIF
8901,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72EYcHAjjg5B8EPm/giphy.gif,kite GIF
8902,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72EYEWwg4OENuKf6/giphy.gif,thank god for hip hop GIF by VH1 Hip Hop Honors
8903,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72EYhVhAYFJ4rv68/giphy.gif,GIF by Ghostbusters 
8904,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72EYlTIHuJuprVIY/giphy.gif,euro 2016 more than football GIF by ESPN FC
8905,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72EYrfTiszX8rS4E/giphy.gif,pharrell williams cmt awards 2016 GIF by CMT Music Awards
8906,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72EYVrxLwlpxR3yM/giphy.gif,steph curry playing 2k GIF by NBA
8907,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72EZ635rDhmSdXS8/giphy.gif,dog GIF by Mashable
8908,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72EZ8dPM029EKNwc/giphy.gif, 
8909,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72EZaqoIrRjNm5d6/giphy.gif,sad girl GIF by Raye Rodriguez
8910,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72EZJ5FMhLFFiUco/giphy.gif,danielle brooks eye roll GIF
8911,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72EZKbG4FiL6VnsA/giphy.gif,side to side festival GIF by GOVBALL NYC
8912,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72EZnEEVTpp5BUOY/giphy.gif, 
8913,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72EZplI5RBdJU17q/giphy.gif,3d fly GIF by Iequezada
8914,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72EZPzGCdBbDTSxi/giphy.gif, 
8915,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F03RnbPTvKtR7y/giphy.gif,let's do this alan tudyk GIF by Comic-Con HQ
8916,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F08eJXelD6oE5G/giphy.gif,no awkward GIF by Coupled 
8917,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F0bGAJXKErcgik/giphy.gif,sleepy euro 2016 GIF by Sporza
8919,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F0CRAJ2hguyHSM/giphy.gif,scared GIF by Poo~Pourri
8920,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F0JAQTguN5YwzS/giphy.gif, 
8921,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F0lGjEgkIlmiU8/giphy.gif,sergio aguero GIF by Univision Deportes
8922,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F0Pk3sthb8CIeY/giphy.gif,steve mason falling GIF by Domino Recording Co.
8923,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F0rjp7x6Kmktva/giphy.gif,abstract environment GIF by whtebkgrnd
8924,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F0taW17NRmEgPC/giphy.gif,beam me up hello GIF by Paul McCartney
8925,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F0WwVIxFCx53cA/giphy.gif, 
8926,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F0YyPWH6o6maK4/giphy.gif, 
8927,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F18NZzKw3C9Grm/giphy.gif,pitchfork music festival miguel GIF by Pitchfork
8928,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F1b7jsa378tZPW/giphy.gif,cmt awards 2016 GIF by CMT Music Awards
8929,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F1Bh3Z7wsDAmys/giphy.gif, 
8930,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F1bJK4f2aeoUtW/giphy.gif,shimmy rimshot GIF by GOVBALL NYC
8931,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F1dcOUIyfJZHEs/giphy.gif,sheila e GIF by BET Awards
8932,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F1HknszMIBwqSQ/giphy.gif,pitchfork music festival miguel GIF by Pitchfork
8933,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F1JeHgOe9ZHFTO/giphy.gif,labyrinth GIF
8934,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F1VNBtyuKbIkQ8/giphy.gif,daniel radcliffe a24 GIF by Swiss Army Man
8935,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F1Zbdh0PXhFWVy/giphy.gif,selina meyer ballroom dancing GIF
8936,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F241sDzoHEWCzu/giphy.gif,elise gravel illustrator GIF by AniMaan
8937,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F26iJVAmI63N84/giphy.gif,mark burnett fun GIF by Coupled 
8938,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F293Wrt6sy2wko/giphy.gif,ray j everybody feel good GIF by BET Awards
8940,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F2iz52wxKMRZC0/giphy.gif,oh no gasp GIF by The Maury Show
8941,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F2j9NWwuFeNpg4/giphy.gif,jimmy fallon dancing GIF by The Tonight Show Starring Jimmy Fallon
8942,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F2LGI3ykHWAB1e/giphy.gif,laverne cox dancing GIF
8943,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F2qOkHraVwM62c/giphy.gif,waterfall GIF by HUANG'S WORLD
8944,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F2sljZv4jrXVSg/giphy.gif,french cheese dancing GIF by aap
8945,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F2uU5vog4go3WE/giphy.gif,sheila e GIF by BET Awards
8946,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F2vvc71VgmlvgI/giphy.gif,season 8 makeup GIF by RuPaul's Drag Race S8
8947,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F2Yxa3Upj6bPX2/giphy.gif,GIF by BET Awards
8948,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F30AJKUFxb1Tyw/giphy.gif,in da club dancing GIF by Joyful Noise Recordings
8949,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F38VEEi1ODPOXm/giphy.gif,dots GIF by ELMØ
8951,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F3ESTeqGl1frtm/giphy.gif,wake up flowers GIF by Mighty Oak
8952,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F3ljyLu6uUhNza/giphy.gif,thumbs up GIF by HUANG'S WORLD
8953,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F3lOmSJjJZLZW8/giphy.gif,the devil wears prada everybody wants to be us GIF
8954,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F3MaC4zDrSe5tm/giphy.gif,oprah GIF by Tony Awards
8955,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F3mrPXcxHMejy8/giphy.gif,tonys GIF by Tony Awards
8956,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F3WnX0ogDSssNi/giphy.gif,just keep playing ringo starr GIF by Ringo Peace and Love
8957,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F3y9LDkJ2bMApO/giphy.gif, 
8958,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F3ZXetIrntq9sQ/giphy.gif,try me come on GIF
8959,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F48O1ry3BtcHjG/giphy.gif,hip hop GIF by Downtown Records
8960,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F49c9MxF6FE9zi/giphy.gif,tonys GIF by Tony Awards
8961,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F4A7YVMd4mSJbO/giphy.gif,rick and morty GIF by Adult Swim
8962,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F4AiJt2opESl44/giphy.gif,eddie murphy eating GIF
8963,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F4COFJTV3NzUIw/giphy.gif,ll cool j graffiti GIF by VH1 Hip Hop Honors
8964,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F4I8Vzc3NPRLO0/giphy.gif,ice cream pleasure GIF by Novotel
8965,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F4JUphdbe0LVJK/giphy.gif,i want to die mike ehrmantraut GIF
8966,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F4K31OTz4goP4Y/giphy.gif,grace helbig drinking GIF by Lionsgate Home Entertainment
8967,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F4k7IXIQtXGf04/giphy.gif,michael rault GIF by Burger Records
8968,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F4nTnhd0fxsVhK/giphy.gif,fruit dancing GIF by GIPHY Studios Originals
8969,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F4QT3KEBtMtGaQ/giphy.gif,relapse records snickers GIF by Red Fang
8970,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F4ScLtJq9hlY7m/giphy.gif,more than iconic cristiano ronaldo GIF by ESPN FC
8971,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F4TrmOYxidE1La/giphy.gif,eddie murphy colon cleansing GIF
8972,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F4Wgc459csNQnC/giphy.gif,ringo starr GIF by Ringo Peace and Love
8973,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F4xQW1RieqnqqA/giphy.gif,GIF by Ghostbusters 
8975,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F5DJJ9buvlHGtW/giphy.gif,mars library GIF
8976,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F5i4dNGc6mM3sc/giphy.gif,season 3 reality tv GIF by TV One
8977,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F5lqRImpRcqW2c/giphy.gif,festival concert GIF by GOVBALL NYC
8978,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F5yjhYY4lttCtq/giphy.gif,cma fest 2016 GIF by CMA Fest: The Music Event of Summer
8979,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F5ZEP1Vye0EOSA/giphy.gif,nervous copa america centenario GIF by Univision Deportes
8980,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F626Aj29PgbWU0/giphy.gif,scatting lea delaria GIF by Team Coco
8981,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F63DmslFwZbmTu/giphy.gif,euro 2016 buffon GIF by ESPN FC
8982,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F66dgv41rFfVK0/giphy.gif,harvey beaks sleeping GIF by Nickelodeon
8983,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F69DYAEQ6PpbBS/giphy.gif,christine and the queens dancing GIF by GOVBALL NYC
8984,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F6bEMcAt03nnAQ/giphy.gif,puerto rico flag GIF by GIPHY Studios Originals
8985,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F6cRNTWxDcHfsQ/giphy.gif, 
8986,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F6hJUXnuqBkwW4/giphy.gif,cma fest 2016 GIF by CMA Fest: The Music Event of Summer
8987,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F6nWgL4DiiimaI/giphy.gif,lorelai gilmore coffee GIF by Gilmore Girls 
8988,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F6p2XT7tuBL3O0/giphy.gif,leslie david baker eyes are busted but i got nostrils like a da blood hound GIF by Still The King
8989,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F6P7ieXXH6yxSU/giphy.gif,kristen bell lol GIF by Showtime
8991,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F6wLfbYTf5rPbO/giphy.gif,real housewives of new york city cringe GIF
8992,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F6WWqiKShGB3O0/giphy.gif,don cheadle youre welcome GIF by Showtime
8993,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F6XD7Z1HCQIJEY/giphy.gif,real housewives of new york city GIF
8994,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F6YGp6OuQNKuVq/giphy.gif,steph curry basketball GIF by NBA
8995,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F6yzEsVJjzG9Uc/giphy.gif,out of office sick day GIF by Denyse
8996,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F74KQrQetpxYaY/giphy.gif,michael shannon GIF by Tony Awards
8997,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F75C8wgt3bh9bG/giphy.gif,meryl streep GIF
8998,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F787jND7CNmpfq/giphy.gif,michelle trachtenberg water GIF
9000,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F7g66HbeM0zzLG/giphy.gif,jimmy fallon fml GIF by The Tonight Show Starring Jimmy Fallon
9002,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F7JTbNletrGzvO/giphy.gif,snake GIF by Rafahu
9003,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F7JZvhCdCi6iyc/giphy.gif,hungry late show GIF by The Late Show With Stephen Colbert
9004,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F7PbH04rBtFRao/giphy.gif,thank you very much GIF by BET Awards
9005,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F7PFw4lA09UUo0/giphy.gif, 
9006,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F7ruEnE1Pc5tgQ/giphy.gif,meryl streep GIF
9007,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F7SOBhMcB1j20w/giphy.gif, 
9009,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F7YQBAmfZweKaI/giphy.gif,matador records band GIF by Yo La Tengo
9010,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F7YT6s0EMFI0Za/giphy.gif,its beautiful omg GIF by Moby Motion
9011,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F7YuGYKwPVjTeE/giphy.gif,eddie murphy GIF
9012,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F8803duCphcbMA/giphy.gif,stressed cinema 4d GIF by DLGNCE
9013,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F89wDISydyU1Ik/giphy.gif,juan carlos osorio clapping GIF by Univision Deportes
9014,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F8KAyBuDktovhm/giphy.gif,GIF by Mashable
9015,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F8MJL7pZMPOeyI/giphy.gif,sigourney weaver no thanks GIF by Ghostbusters 
9019,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F8pmz6xEqsvDGM/giphy.gif,you get me yes GIF by Paul McCartney
9020,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F8rcC63nSf05Py/giphy.gif, 
9021,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F8t9TDi2xVnxOE/giphy.gif,surprise omg GIF
9023,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F8UTf8O8d3J1V6/giphy.gif,jimmy fallon obama GIF by The Tonight Show Starring Jimmy Fallon
9025,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F99OqROqYUEoqk/giphy.gif,GIF by Mashable
9026,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F9AwcsGuXP0lXi/giphy.gif,lena horne ziegfield follies GIF
9027,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F9iEaswZcxpgnC/giphy.gif,michelle trachtenberg slap GIF
9028,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F9Ks2vndCdZXpu/giphy.gif,GIF by Ghostbusters 
9029,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F9Ltq1GgvDe5QQ/giphy.gif,make it rain boat GIF
9030,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F9NPYQwfl9dCla/giphy.gif,fox wine GIF by American Grit
9031,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F9Odmc0YLP1Wo0/giphy.gif,conan obrien cringe GIF by Team Coco
9032,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F9OITT5YoPIfXG/giphy.gif,eddie murphy grandma GIF
9033,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F9oPW55ITC5x2E/giphy.gif,kid ink GIF by Phoebe Ryan
9034,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F9t86O06JZOo6c/giphy.gif, 
9035,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F9U37dGMahaKUU/giphy.gif,soccer mls GIF by D.C. United
9036,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72F9ZSt2U3uklSiQ/giphy.gif,you're amazing tracee ellis ross GIF
9037,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72Fa3cuGZzCnGMUg/giphy.gif,little women terra GIF by Lifetime Telly
9038,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72FaDn1FG7esW1Bm/giphy.gif,anthony anderson GIF by BET Awards
9039,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72FaDS8FtN0jLc1q/giphy.gif,ever banega goal GIF by Univision Deportes
9040,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72FaJuziQkj8J2Ks/giphy.gif,GIF by VH1 Hip Hop Honors
9041,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72Falied053S1hiE/giphy.gif,drag race gay GIF by RuPaul's Drag Race
9042,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72FaLzWwTpCAeT1m/giphy.gif,angry euro 2016 GIF by Sporza
9043,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72FaNWq6RAcs3oVG/giphy.gif,daniel radcliffe a24 GIF by Swiss Army Man
9044,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72FaOGc5vOC0r2iQ/giphy.gif,euro 2016 thumbs up GIF by Sporza
9045,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72FapGaU3O3nJ1ug/giphy.gif, 
9046,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72FaTrfa7aMX0UqA/giphy.gif,landscape GIF by Black Market
9047,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72FauEhzkKh1vX6E/giphy.gif,laverne cox trans women GIF
9048,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72FauRvj76qp5bI4/giphy.gif,euro 2016 no GIF by Sporza
9050,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72Fb3w0D2JOmRNXW/giphy.gif,morris chestnut smile GIF by Rosewood
9051,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72Fb8wCUntIxzm5W/giphy.gif,angry harvey beaks GIF by Nickelodeon
9052,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72FbbfLV8PkdTpKw/giphy.gif,sergei bobrovsky thumbs down GIF by Columbus Blue Jackets
9053,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72FbFBMofWQKhYSA/giphy.gif,started from the bottom party GIF
9054,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72FbnwnKyYjHb8kg/giphy.gif,pokemon go GIF by Product Hunt
9055,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72FbqnObe2yJp1vO/giphy.gif,dribble GIF by VICE WORLD OF SPORTS
9056,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72Fc3KQIe68EnphS/giphy.gif,fox tv smile GIF by Bob's Burgers
9057,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72FcDx2xNuXWY2LS/giphy.gif,skydiving skydive GIF by KING OF THE ROAD
9059,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72FcUmD4qV8nRUFG/giphy.gif,GIF by Mashable
9060,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72FcYQpOjQ8wOOyc/giphy.gif,riff raff fox GIF by Rocky Horror Picture Show
9062,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72FdcKtTVWYdZWfe/giphy.gif,claymation hello GIF by Originals
9063,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72FdCNWBKF9WB3GM/giphy.gif,lonely ray j GIF by BET Awards
9064,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72FdfrzUwb23DIbK/giphy.gif,grind grinding GIF by LL Cool J 
9065,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72FdgPaq390UaG5O/giphy.gif,real housewives of new york city yes GIF
9066,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72FdHrYrGTZus4s8/giphy.gif,frustrated over it GIF
9068,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72FdOCWQOpNSEWfS/giphy.gif,switzerland GIF by Rivenord
9069,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72FdPFIn4VjDDfMc/giphy.gif,morning GIF by GIPHY Studios Originals
9070,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72FdpOWdxLGc8YLK/giphy.gif,happy dance GIF by Paul McCartney
9071,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72FdRqaxqCUOrvA4/giphy.gif,if its live we gon do this anthony anderson GIF by BET Awards
9073,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72FdvKY4tN2ARFu0/giphy.gif,tegan and sara the infatuation GIF by glitter
9074,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72Fdyb2t4tuJqNnG/giphy.gif,amber rose culture GIF
9075,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72FdYCElrUbbriA8/giphy.gif,season 8 you better work GIF by RuPaul's Drag Race S8
9076,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72Fe6Pbv1uhFaKd2/giphy.gif, 
9077,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72FeBwoZFCXxalq0/giphy.gif,eddie murphy i can see my dick GIF
9078,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72FedMIWsyak8lyM/giphy.gif,unreal shiri appleby GIF
9079,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72FeK827xNJ0JxUQ/giphy.gif, 
9080,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72FekxsvPsLerBAc/giphy.gif,thomas kail GIF by Tony Awards
9081,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72FendeQBdmG6Ujm/giphy.gif,GIF by Ghostbusters 
9082,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72FenNeQ14GqNmuc/giphy.gif,fun smoking GIF by X&XYZ
9083,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72FenOxgtSEwlAJO/giphy.gif, 
9084,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72FeRMKWaCnvte8M/giphy.gif,excited GIF by SYFY
9085,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72FeUinZQQ6gQNeU/giphy.gif,finding dory reaction gif GIF by Disney/Pixar's Finding Dory
9086,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72FeWYCRlyKffrMY/giphy.gif,phylicia rashad GIF by VH1 Hip Hop Honors
9087,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72Ff1iOlcRsldf8I/giphy.gif,drew carey ohio GIF
9088,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72Ff2mg1SZhK4RX2/giphy.gif,speak no evil monkey emoji GIF by WTA
9089,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72Ff352nta9OLXTW/giphy.gif,lesbian ellen page GIF by Identity
9090,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72Ff6JttJMhWzbkk/giphy.gif,queen latifah womens day GIF by VH1 Hip Hop Honors
9091,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72Ff8TGn8Bba9ydq/giphy.gif,nice to meet you laverne cox GIF by Rocky Horror Picture Show
9092,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72Ffdfgr3lcGniU0/giphy.gif,fruit dancing GIF by GIPHY Studios Originals
9093,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72FfJVasM8mqpneE/giphy.gif,viola davis diversity GIF
9094,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72FfkcH3E4WMLuhy/giphy.gif, 
9095,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72FfTAogffFQgziU/giphy.gif,swiss army man parker jackson GIF by GIPHY Studios Originals
9097,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72FfX8EBGz5cCQmI/giphy.gif,pointing at you tracee ellis ross GIF
9098,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/3o72FfxbHrQYqxct0s/giphy.gif,peekaboo euro 2016 GIF by Sporza
